analysis,model,mean_auc,sd_auc,mean_brier,sd_brier,mean_log_loss,sd_log_loss,mean_accuracy,sd_accuracy,n_folds_with_errors
A_heroin_lifetime_users,Model 4 - add treatment and booked,0.684534359649567,0.06711909598627591,0.05456443639252986,0.0030135293540186382,0.2159329946966179,0.017635708012887847,0.9418445322793149,0.0022370750043030165,0
B_heroin_or_cocaine_lifetime_users,Model 4 - add treatment and booked,0.6958710528782699,0.02608574399594691,0.05233909068081853,0.0010403257557862057,0.2059557031412434,0.005210766083894926,0.9430931930395638,3.1259151389702625e-4,0
C_heroin_cocaine_meth_lifetime_users,Model 4 - add treatment and booked,0.752760530150125,0.02301836376912269,0.07331836622818634,0.001661388135614873,0.2620799118927576,0.00719543917108814,0.9126401363009409,9.768760079362157e-4,0
